test_question,test_span,train_question,train_span,distance
What team di the Broncos tie a Super Bowl record for in sacks?,The Broncos' seven sacks tied a Super Bowl record set by the Chicago Bears in Super Bowl XX.,"If Roman numerals were used, what would Super Bowl 50 have been called?","As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",8.494202704133269
What team di the Broncos tie a Super Bowl record for in sacks?,Kony Ealy tied a Super Bowl record with three sacks.,Super Bowl 50 decided the NFL champion for what season?,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.,5.233482754077907
What team di the Broncos tie a Super Bowl record for in sacks?,"Jordan Norwood's 61-yard punt return set a new record, surpassing the old record of 45 yards set by John Taylor in Super Bowl XXIII.",What type of numeral did the latest Super Bowl use to designate the game number?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",8.865298400565898
What team di the Broncos tie a Super Bowl record for in sacks?,"Denver was just 1-of-14 on third down, while Carolina was barely better at 3-of-15.",What venue did Super Bowl 50 take place in?,"The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",1.324376726769675
What team di the Broncos tie a Super Bowl record for in sacks?,The two teams' combined third down conversion percentage of 13.8 was a Super Bowl low.,What type of numeral did the latest Super Bowl use to designate the game number?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",5.497890917906651
What team di the Broncos tie a Super Bowl record for in sacks?,"Manning and Newton had quarterback passer ratings of 56.6 and 55.4, respectively, and their added total of 112 is a record lowest aggregate passer rating for a Super Bowl.",What type of numeral did the latest Super Bowl use to designate the game number?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",7.607616295030807
What team di the Broncos tie a Super Bowl record for in sacks?,"Manning became the oldest quarterback ever to win a Super Bowl at age 39, and the first quarterback ever to win a Super Bowl with two different teams, while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player.",What type of numeral did the latest Super Bowl use to designate the game number?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",6.469099062707614
How many teams has Manning won the Super Bowl with?,Super Bowl 50 featured numerous records from individuals and teams.,"If Roman numerals were used in the naming of the 50th Super Bowl, which one would have been used?",Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.,4.572358188935148
How many teams has Manning won the Super Bowl with?,Denver won despite being massively outgained in total yards (315 to 194) and first downs (21 to 11).,What yard marker on the field was painted gold?,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.,2.97834468690068
How many teams has Manning won the Super Bowl with?,Their 194 yards and 11 first downs were both the lowest totals ever by a Super Bowl winning team.,What type of numeral did the latest Super Bowl use to designate the game number?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",6.15629364015036
How many teams has Manning won the Super Bowl with?,The previous record was 244 yards by the Baltimore Ravens in Super Bowl XXXV.,What type of numeral did the latest Super Bowl use to designate the game number?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",5.057399695887072
How many teams has Manning won the Super Bowl with?,"Only seven other teams had ever gained less than 200 yards in a Super Bowl, and all of them had lost.",What type of numeral did the latest Super Bowl use to designate the game number?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",6.229712300441945
How many teams has Manning won the Super Bowl with?,The Broncos' seven sacks tied a Super Bowl record set by the Chicago Bears in Super Bowl XX.,What type of numeral did the latest Super Bowl use to designate the game number?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",4.961341264788964
How many teams has Manning won the Super Bowl with?,Kony Ealy tied a Super Bowl record with three sacks.,"If Roman numerals were used in the naming of the 50th Super Bowl, which one would have been used?",Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season.,4.280605633020949
How many teams has Manning won the Super Bowl with?,"Jordan Norwood's 61-yard punt return set a new record, surpassing the old record of 45 yards set by John Taylor in Super Bowl XXIII.",What type of numeral did the latest Super Bowl use to designate the game number?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",6.508472234213088
How many teams has Manning won the Super Bowl with?,"Denver was just 1-of-14 on third down, while Carolina was barely better at 3-of-15.",What venue did Super Bowl 50 take place in?,"The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",1.3289834996974517
How many teams has Manning won the Super Bowl with?,The two teams' combined third down conversion percentage of 13.8 was a Super Bowl low.,What type of numeral did the latest Super Bowl use to designate the game number?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",6.349793872027918
How many teams has Manning won the Super Bowl with?,"Manning and Newton had quarterback passer ratings of 56.6 and 55.4, respectively, and their added total of 112 is a record lowest aggregate passer rating for a Super Bowl.",What type of numeral did the latest Super Bowl use to designate the game number?,"As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",6.315610835462217
How many teams has Manning won the Super Bowl with?,"Manning became the oldest quarterback ever to win a Super Bowl at age 39, and the first quarterback ever to win a Super Bowl with two different teams, while Gary Kubiak became the first head coach to win a Super Bowl with the same franchise he went to the Super Bowl with as a player.","If Roman numerals were used, what would Super Bowl 50 have been called?","As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.",10.20422918056645
